54.908518, 73.444016,u-turn gasheka
54.908573, 73.443861
54.908656, 73.443646
54.908690, 73.443390
54.908681, 73.443259
54.908662, 73.443162
54.908639, 73.443068
54.908589, 73.442934
54.908547, 73.442863
54.908486, 73.442815
54.908432, 73.442817
54.908388, 73.442836
54.908333, 73.442865
54.908270, 73.442935
54.908213, 73.443023
54.908174, 73.443103
54.908144, 73.443202
54.908130, 73.443318
54.908134, 73.443430
54.908154, 73.443617
54.908189, 73.443748
54.908245, 73.443820
54.908312, 73.443883
54.908374, 73.443950
54.908444, 73.444017
54.908469, 73.444094
54.908491, 73.444194
54.908499,73.445276,
54.908516,73.447375,
54.908514,73.448068,
54.908538,73.451949,
54.908534,73.452741,
54.908538,73.453037,
54.908528,73.454221,
54.908549,73.456084,gasheka
54.908549, 73.456084
54.908471, 73.456457
54.908411, 73.456578
54.908356, 73.456645
54.908301, 73.456734
54.908262, 73.456808
54.908237, 73.456869
54.908218, 73.456938
54.908206, 73.457007
54.908198, 73.457140
54.908198, 73.457207
54.908206, 73.457273
54.908221, 73.457333
54.908241, 73.457410
54.908273, 73.457488
54.908330, 73.457568
54.908400, 73.457629
54.908436, 73.457647
54.908530, 73.457647
54.908554, 73.457640
54.908594, 73.457616
54.908626, 73.457593
54.908661, 73.457556
54.908698, 73.457507
54.908744, 73.457417
54.908785, 73.457364
54.908908, 73.457231
54.909020, 73.457137
54.909202,73.457025,sibirskiy prospekt
54.909933,73.457009,
54.910096,73.456995,
54.911857,73.456961,cross motornaya
54.912306,73.456954,
54.913006,73.456958,
54.913580,73.456958,
54.914371,73.456961,
54.915194,73.456900,
54.915534,73.456904,
54.916410,73.456818,
54.916472,73.456805,
54.916793,73.456694,novocirpichnaya
54.916978,73.456583,cross svetlovskaya
54.917278,73.456345,
54.917500,73.456145,
54.917802,73.455850,
54.918738,73.454558,
54.918922,73.454305,
54.919705,73.453262,
54.920112,73.452705,cross celinnaya
54.920317,73.452456,
54.920662,73.451982,
54.920867,73.451696,
54.921404,73.451087,
54.921697,73.450726,
54.921983,73.450378,cross 6ya stancionnaya
54.922698,73.449443,
54.923129,73.448888,
54.923796,73.447996,
54.924187,73.447545,
54.925981,73.445165,
54.926293,73.444775,
54.927000,73.443830,
54.927678,73.442903,
54.927830,73.442667,
54.928025,73.442407,
54.928641,73.441579,
54.929125,73.441012,
54.929748,73.440358,
54.929890,73.440180,kirova
54.930461,73.439558,
54.931104,73.438772,
54.931290,73.438512,
54.931698,73.437873,
54.932041,73.437316,
54.932232,73.437002,cross barabinskaya
54.932368,73.436775,
54.932756,73.436207,
54.933515,73.435246,
54.933873,73.434748,
54.934498,73.433990,
54.936339,73.431757,
54.936339,73.431757,
54.936974,73.430982,
54.937610,73.430311,
54.937648,73.430258,
54.938652,73.429116,
54.939590,73.428046,
54.940294,73.427284,
54.940945,73.426533,
54.941055,73.426372,
54.941259,73.426133,
54.941602,73.425726,
54.941727,73.425584,
54.942187,73.425081,
54.942738,73.424476,
54.942838,73.424402,
54.942938,73.424367,cross 12aya rabochaya
54.943056,73.424299,
54.943136,73.424232,
54.943457,73.423880,
54.944195,73.423078,
54.944873,73.422289,
54.944945,73.422213,
54.945155,73.421936,
54.946087,73.420810,
54.946529,73.420273,
54.946719,73.420073,
54.946834,73.419937,
54.947137,73.419620,
54.947430,73.419395,
54.947521,73.419319,
